dicom_uid,rows,columns,series_desc,modality
d146c244-6a38-4404-a16a-ec7c475fe6d9,512,512,Anonymized CT Scan,CT
f1f10a5b-749b-436b-8bca-ad39c2eee5ce,512,512,Axial T2,MR
7a7678e8-cb4b-4eac-8a72-42a411470612,512,512,Anatomy,CT
e6599e8f-5128-47d9-ad3a-bb8d9c754a4a,512,512,CT Scan,CT
4e2cc824-d352-468b-a765-2d22865b9fce,512,512,CT Scan,CT
fc83cca0-5661-49dd-a157-f60b7dc686d0,512,512,Axial T2,MR
f810defe-2c9c-45a8-a6af-ac66b6f7f931,512,512,CT Scan,CT
04d0030a-7ce6-4aca-a6d5-1972450b8ddd,512,512,CT Scan of Abdomen,CT
8982b5da-04a0-4870-8c13-3a79958b2a78,512,512,Axial T2,MR
e09352f6-f800-41e5-966d-fae15706584a,512,512,CT Scan,CT
936d807e-e6b7-4281-b048-03b56e48a0dc,512,512,CT Scan of Abdomen,CT
0e9ae44c-2fd7-42aa-be28-06fe1069bf66,512,512,Head CT Scan,CT
aebeef45-c618-401f-9e53-df394244548f,512,512,CT Chest,CT
085eb9c7-841a-4a0a-a081-11a428d353ce,512,512,Axial T2,MR
0e7675a5-781a-4cec-8924-b9bc07f32623,512,512,Axial T2,MR
dbd10299-ee7e-4e83-9e51-89359425ca3d,512,512,Axial,CT
dd97ecc4-9f56-471d-ad8f-413d0a61f016,512,512,Anatomic,CT
0608c66b-d7d9-4aa5-848c-8df0e49174bb,512,512,Axial T2,MR
3a3778cc-b486-4fc0-870f-5d88c0b5b163,512,512,Anonymized CT Scan,CT
0e231eae-1822-48dc-8e53-570b9c9df3aa,512,512,Brain Scan,CT
96161d0f-efd9-489c-9272-9ce30def8533,512,512,CT Chest,CT
6eeedfd8-77f1-40fe-af96-ebb8cb70b07f,512,512,Anatomic Image,CT
3d7f64b1-647c-4ff2-8029-e968088645ce,512,512,Chest CT,CT
7c601a20-2d39-4fa5-bc47-4ab6cbfa25ab,512,512,CT Scan,CT
1c04b596-81d7-416e-afc5-7d146aba236d,512,512,Axial T2w,MR
8ee6e4d5-9cf3-4fb5-bd3f-ad42b72351df,256,256,Patient Study,CT
849cd0e2-3894-4e4c-b011-a68aba0b7c6f,512,512,Chest X-Ray,XRAY
3921850e-e277-4162-bd22-877377a94482,512,512,Anatomic,CT
4673612d-2b10-4a92-bf6c-942a923b12c4,512,512,Axial,CT
56b26bb4-9e5b-46ee-b378-3bcc6785ac0f,512,512,CT Scan,CT
9fc580e2-f0e5-4027-af69-109b24364237,512,512,CT Scan,CT
06a74d55-2d18-470d-b8b9-b53f68f014f0,512,512,CT Scan of the Abdomen,CT
ae4ec95b-5b56-4039-b6e8-c8db1d1e5beb,512,512,Chest CT,CT
899f6fee-3600-499e-8c13-9987e40d636d,512,512,Chest CT Scan,CT
c2caf202-ce1b-4dd4-86ae-5952be677509,512,512,Head CT,CT
78f73958-74ba-4c10-9b6e-a20c17e55f86,512,512,Chest CT Scan,CT
cd7d0f05-84fb-43a5-8c7e-fb15b4cdd0b5,512,512,Axial T2,MR
15dda651-552d-4e4b-81a0-7f2b17a2c5ab,512,512,CT Scan,CT
76c4f381-8e91-42eb-a805-0a31d4e90aae,512,512,Head CT Scan,CT
aa3b680e-828d-4245-aab2-54cf7056fa60,512,512,CT Chest,CT
d92177d8-7f29-489f-b339-8ecf3b7f2da7,512,512,Axial T2,MR
8fd0320a-b2b5-4f50-b6de-69bcf55774ff,512,512,CT Scan,CT
e88890fd-135e-4123-bef3-23cb8ddd4188,512,512,CT Scan,CT
e759db5a-2605-4b48-9300-ab70f2cb6fd3,512,512,Chest X-ray,CR
88a43f0d-a947-49f9-aece-951bb5dee250,512,512,CT Scan,CT
cca419f3-95a5-4184-8a59-62e5716db630,512,512,CT Chest,CT
37f2a55e-4ee0-40f3-adf4-d8498185c983,512,512,Axial T2W,MR
06923e35-58a3-43ed-b1be-f1fdf2a80bf5,512,512,Patient Study,CT
cbe48c44-fda9-465c-9327-9f7b301df6e9,512,512,Anatomical Image,CT
bf378b44-82ab-4a12-8ed3-cd5cb5b9c44f,512,512,Axial T2,MR
f4d01804-f25a-42a4-ab4e-caca03bee1aa,512,512,CT Chest,CT
fbeeaf3d-7180-4634-a535-a87b66fb0c99,512,512,Axial T2w,MR
ae7fb61c-b7d2-4bde-858c-5d8f2b490911,512,512,CT Chest,CT
4746491d-4031-478f-a732-cf2715f9dc03,512,512,Axial T2W,MR
46fb01a4-2cbf-43da-9e06-38332a32be00,512,512,CT Scan of Abdomen,CT
ddbb295b-8c92-4b74-9c15-dedbbf891a6d,512,512,CT Scan,CT
88b8393a-db8e-451b-b10c-761ab5b25d52,512,512,Chest CT,CT
58e2b7f8-bac0-4234-8483-94ad494597af,512,512,CT Chest,CT
5deeeee4-cfb1-4819-800a-c3d341546583,512,512,CT Scan,CT
e09ddd99-c2b9-47bf-ae2a-d0509738ec24,512,512,Axial T2,MR
7f91e034-70df-4458-872e-c68fba9a8d91,512,512,CT Chest,CT
be6e6d60-7077-4226-8b80-af0e4bdc7c6e,512,512,CT Chest,CT
67c5edff-9a4a-4d39-9bc3-ab260cd48bd4,512,512,CT Scan,CT
b394cc5b-3aa4-42f1-9754-de197a0267bc,512,512,Anatomy,CT
848fbe55-3fb8-49bb-8f95-1bf81972ef3d,512,512,Axial T2,MR
