tid,attribute,correct_val
49371,randomised,Yes
49371,crossover,No
49371,parallel_group,Yes
49371,arms,2+
49371,controlled,Yes
49372,eudract_number,2011-004868-30
49372,open,Yes
49372,single_blind,No
49372,double_blind,No
49372,randomised,Yes
49372,crossover,No
49372,parallel_group,Yes
49372,arms,2+
49372,controlled,Yes
49373,eudract_number,2011-004868-30
49373,open,Yes
49373,single_blind,No
49373,double_blind,No
49373,randomised,Yes
49373,crossover,No
49373,parallel_group,Yes
49373,arms,2+
49373,controlled,Yes
49374,eudract_number,2011-004868-30
49374,open,Yes
49374,single_blind,No
49374,double_blind,No
49374,randomised,Yes
49374,crossover,No
49374,parallel_group,Yes
49374,arms,2+
49374,controlled,Yes
49375,eudract_number,2011-004868-30
49375,open,Yes
49375,single_blind,No
49375,double_blind,No
49375,randomised,Yes
49375,crossover,No
49375,parallel_group,Yes
49375,arms,2+
49375,controlled,Yes
49376,eudract_number,2011-004868-30
49376,open,Yes
49376,single_blind,No
49376,double_blind,No
49376,randomised,Yes
49376,crossover,No
49376,parallel_group,Yes
49376,arms,2+
49376,controlled,Yes
49377,eudract_number,2011-004868-30
49377,open,Yes
49377,single_blind,No
49377,double_blind,No
49377,randomised,Yes
49377,crossover,No
49377,parallel_group,Yes
49377,arms,2+
49377,controlled,Yes
49378,eudract_number,2011-004868-30
49378,open,Yes
49378,single_blind,No
49378,double_blind,No
49378,randomised,Yes
49378,crossover,No
49378,parallel_group,Yes
49378,arms,2+
49378,controlled,Yes
49379,eudract_number,2011-004868-30
49379,open,Yes
49379,single_blind,No
49379,double_blind,No
49379,randomised,Yes
49379,crossover,No
49379,parallel_group,Yes
49379,arms,2+
49379,controlled,Yes
49380,eudract_number,2011-004868-30
49380,open,Yes
49380,single_blind,No
49380,double_blind,No
49380,randomised,Yes
49380,crossover,No
49380,parallel_group,Yes
49380,arms,2+
49380,controlled,Yes
49381,eudract_number,2011-004868-30
49381,open,Yes
49381,single_blind,No
49381,double_blind,No
49381,randomised,Yes
49381,crossover,No
49381,parallel_group,Yes
49381,arms,2+
49381,controlled,Yes
72829,eudract_number,2015-002590-38
72829,open,No
72829,single_blind,No
72829,double_blind,Yes
72829,randomised,Yes
72829,crossover,No
72829,parallel_group,Yes
72829,arms,2+
72829,controlled,Yes
72830,eudract_number,2015-002590-38
72830,open,No
72830,single_blind,No
72830,double_blind,Yes
72830,randomised,Yes
72830,crossover,No
72830,parallel_group,Yes
72830,arms,2+
72830,controlled,Yes
72831,eudract_number,2015-002590-38
72831,open,No
72831,single_blind,No
72831,double_blind,Yes
72831,randomised,Yes
72831,crossover,No
72831,parallel_group,Yes
72831,arms,2+
72831,controlled,Yes
72832,eudract_number,2015-002590-38
72832,open,No
72832,single_blind,No
72832,double_blind,Yes
72832,randomised,Yes
72832,crossover,No
72832,parallel_group,Yes
72832,arms,2+
72832,controlled,Yes
72833,eudract_number,2015-002590-38
72833,open,No
72833,single_blind,No
72833,double_blind,Yes
72833,randomised,Yes
72833,crossover,No
72833,parallel_group,Yes
72833,arms,2+
72833,controlled,Yes
72834,eudract_number,2015-002590-38
72834,open,No
72834,single_blind,No
72834,double_blind,Yes
72834,randomised,Yes
72834,crossover,No
72834,parallel_group,Yes
72834,arms,2+
72834,controlled,Yes
72835,eudract_number,2015-002590-38
72835,open,No
72835,single_blind,No
72835,double_blind,Yes
72835,randomised,Yes
72835,crossover,No
72835,parallel_group,Yes
72835,arms,2+
72835,controlled,Yes
72836,eudract_number,2015-002590-38
72836,open,No
72836,single_blind,No
72836,double_blind,Yes
72836,randomised,Yes
72836,crossover,No
72836,parallel_group,Yes
72836,arms,2+
72836,controlled,Yes
72837,eudract_number,2015-002590-38
72837,open,No
72837,single_blind,No
72837,double_blind,Yes
72837,randomised,Yes
72837,crossover,No
72837,parallel_group,Yes
72837,arms,2+
72837,controlled,Yes
72838,eudract_number,2015-002590-38
72838,open,No
72838,single_blind,No
72838,double_blind,Yes
72838,randomised,Yes
72838,crossover,No
72838,parallel_group,Yes
72838,arms,2+
72838,controlled,Yes
62152,eudract_number,2013-003839-30
62152,open,No
62152,single_blind,No
62152,double_blind,Yes
62152,randomised,Yes
62152,crossover,No
62152,parallel_group,Yes
62152,arms,2+
62152,controlled,Yes
62153,eudract_number,2013-003839-30
62153,open,No
62153,single_blind,No
62153,double_blind,Yes
62153,randomised,Yes
62153,crossover,No
62153,parallel_group,Yes
62153,arms,2+
62153,controlled,Yes
62154,eudract_number,2013-003839-30
62154,open,No
62154,single_blind,No
62154,double_blind,Yes
62154,randomised,Yes
62154,crossover,No
62154,parallel_group,Yes
62154,arms,2+
62154,controlled,Yes
62155,eudract_number,2013-003839-30
62155,open,No
62155,single_blind,No
62155,double_blind,Yes
62155,randomised,Yes
62155,crossover,No
62155,parallel_group,Yes
62155,arms,2+
62155,controlled,Yes
62156,eudract_number,2013-003839-30
62156,open,No
62156,single_blind,No
62156,double_blind,Yes
62156,randomised,Yes
62156,crossover,No
62156,parallel_group,Yes
62156,arms,2+
62156,controlled,Yes
62157,eudract_number,2013-003839-30
62157,open,No
62157,single_blind,No
62157,double_blind,Yes
62157,randomised,Yes
62157,crossover,No
62157,parallel_group,Yes
62157,arms,2+
62157,controlled,Yes
62158,eudract_number,2013-003839-30
62158,open,No
62158,single_blind,No
62158,double_blind,Yes
62158,randomised,Yes
62158,crossover,No
62158,parallel_group,Yes
62158,arms,2+
62158,controlled,Yes
62159,eudract_number,2013-003839-30
62159,open,No
62159,single_blind,No
62159,double_blind,Yes
62159,randomised,Yes
62159,crossover,No
62159,parallel_group,Yes
62159,arms,2+
62159,controlled,Yes
62160,eudract_number,2013-003839-30
62160,open,No
62160,single_blind,No
62160,double_blind,Yes
62160,randomised,Yes
62160,crossover,No
62160,parallel_group,Yes
62160,arms,2+
62160,controlled,Yes
62161,eudract_number,2013-003839-30
62161,open,No
62161,single_blind,No
62161,double_blind,Yes
62161,randomised,Yes
62161,crossover,No
62161,parallel_group,Yes
62161,arms,2+
62161,controlled,Yes
62162,eudract_number,2013-003839-30
62162,open,No
62162,single_blind,No
62162,double_blind,Yes
62162,randomised,Yes
62162,crossover,No
62162,parallel_group,Yes
62162,arms,2+
62162,controlled,Yes
62163,eudract_number,2013-003839-30
62163,open,No
62163,single_blind,No
62163,double_blind,Yes
62163,randomised,Yes
62163,crossover,No
62163,parallel_group,Yes
62163,arms,2+
62163,controlled,Yes
49122,eudract_number,2011-004651-40
49122,open,Yes
49122,single_blind,No
49122,double_blind,No
49122,randomised,No
49122,crossover,No
49122,parallel_group,No
49122,arms,1
49122,controlled,No
49123,eudract_number,2011-004651-40
49123,open,Yes
49123,single_blind,No
49123,double_blind,No
49123,randomised,No
49123,crossover,No
49123,parallel_group,No
49123,arms,1
49123,controlled,No
49124,eudract_number,2011-004651-40
49124,open,Yes
49124,single_blind,No
49124,double_blind,No
49124,randomised,No
49124,crossover,No
49124,parallel_group,No
49124,arms,1
49124,controlled,No
56462,eudract_number,2012-004867-38
56462,open,Yes
56462,single_blind,No
56462,double_blind,No
56462,randomised,No
56462,crossover,No
56462,parallel_group,No
56462,arms,1
56462,controlled,No
56463,eudract_number,2012-004867-38
56463,open,Yes
56463,single_blind,No
56463,double_blind,No
56463,randomised,No
56463,crossover,No
56463,parallel_group,No
56463,arms,1
56463,controlled,No
56464,eudract_number,2012-004867-38
56464,open,Yes
56464,single_blind,No
56464,double_blind,No
56464,randomised,No
56464,crossover,No
56464,parallel_group,No
56464,arms,1
56464,controlled,No
56465,eudract_number,2012-004867-38
56465,open,Yes
56465,single_blind,No
56465,double_blind,No
56465,randomised,No
56465,crossover,No
56465,parallel_group,No
56465,arms,1
56465,controlled,No
56466,eudract_number,2012-004867-38
56466,open,Yes
56466,single_blind,No
56466,double_blind,No
56466,randomised,No
56466,crossover,No
56466,parallel_group,No
56466,arms,1
56466,controlled,No
56467,eudract_number,2012-004867-38
56467,open,Yes
56467,single_blind,No
56467,double_blind,No
56467,randomised,No
56467,crossover,No
56467,parallel_group,No
56467,arms,1
56467,controlled,No
41655,eudract_number,2010-022163-35
41655,open,Yes
41655,single_blind,No
41655,double_blind,No
41655,randomised,Yes
41655,crossover,No
41655,parallel_group,Yes
41655,arms,2+
41655,controlled,Yes
41656,eudract_number,2010-022163-35
41656,open,Yes
41656,single_blind,No
41656,double_blind,No
41656,randomised,Yes
41656,crossover,No
41656,parallel_group,Yes
41656,arms,2+
41656,controlled,Yes
41657,eudract_number,2010-022163-35
41657,open,Yes
41657,single_blind,No
41657,double_blind,No
41657,randomised,Yes
41657,crossover,No
41657,parallel_group,Yes
41657,arms,2+
41657,controlled,Yes
41658,eudract_number,2010-022163-35
41658,open,Yes
41658,single_blind,No
41658,double_blind,No
41658,randomised,Yes
41658,crossover,No
41658,parallel_group,Yes
41658,arms,2+
41658,controlled,Yes
41659,eudract_number,2010-022163-35
41659,open,Yes
41659,single_blind,No
41659,double_blind,No
41659,randomised,Yes
41659,crossover,No
41659,parallel_group,Yes
41659,arms,2+
41659,controlled,Yes
41660,eudract_number,2010-022163-35
41660,open,Yes
41660,single_blind,No
41660,double_blind,No
41660,randomised,Yes
41660,crossover,No
41660,parallel_group,Yes
41660,arms,2+
41660,controlled,Yes
41661,eudract_number,2010-022163-35
41661,open,Yes
41661,single_blind,No
41661,double_blind,No
41661,randomised,Yes
41661,crossover,No
41661,parallel_group,Yes
41661,arms,2+
41661,controlled,Yes
41662,eudract_number,2010-022163-35
41662,open,Yes
41662,single_blind,No
41662,double_blind,No
41662,randomised,Yes
41662,crossover,No
41662,parallel_group,Yes
41662,arms,2+
41662,controlled,Yes
53056,eudract_number,2012-001923-11
53056,open,No
53056,single_blind,No
53056,double_blind,Yes
53056,randomised,Yes
53056,crossover,No
53056,parallel_group,No
53056,arms,2+
53056,controlled,Yes
53057,eudract_number,2012-001923-11
53057,open,No
53057,single_blind,No
53057,double_blind,Yes
53057,randomised,Yes
53057,crossover,No
53057,parallel_group,No
53057,arms,2+
53057,controlled,Yes
53058,eudract_number,2012-001923-11
53058,open,No
53058,single_blind,No
53058,double_blind,Yes
53058,randomised,Yes
53058,crossover,No
53058,parallel_group,No
53058,arms,2+
53058,controlled,Yes
53059,eudract_number,2012-001923-11
53059,open,No
53059,single_blind,No
53059,double_blind,Yes
53059,randomised,Yes
53059,crossover,No
53059,parallel_group,No
53059,arms,2+
53059,controlled,Yes
53060,eudract_number,2012-001923-11
53060,open,No
53060,single_blind,No
53060,double_blind,Yes
53060,randomised,Yes
53060,crossover,No
53060,parallel_group,No
53060,arms,2+
53060,controlled,Yes
53061,eudract_number,2012-001923-11
53061,open,No
53061,single_blind,No
53061,double_blind,Yes
53061,randomised,Yes
53061,crossover,No
53061,parallel_group,No
53061,arms,2+
53061,controlled,Yes
53062,eudract_number,2012-001923-11
53062,open,No
53062,single_blind,No
53062,double_blind,Yes
53062,randomised,Yes
53062,crossover,No
53062,parallel_group,No
53062,arms,2+
53062,controlled,Yes
53063,eudract_number,2012-001923-11
53063,open,No
53063,single_blind,No
53063,double_blind,Yes
53063,randomised,Yes
53063,crossover,No
53063,parallel_group,No
53063,arms,2+
53063,controlled,Yes
53064,eudract_number,2012-001923-11
53064,open,No
53064,single_blind,No
53064,double_blind,Yes
53064,randomised,Yes
53064,crossover,No
53064,parallel_group,No
53064,arms,2+
53064,controlled,Yes
53065,eudract_number,2012-001923-11
53065,open,No
53065,single_blind,No
53065,double_blind,Yes
53065,randomised,Yes
53065,crossover,No
53065,parallel_group,No
53065,arms,2+
53065,controlled,Yes
75038,eudract_number,2015-004722-34
75038,open,No
75038,single_blind,No
75038,double_blind,Yes
75038,randomised,Yes
75038,crossover,No
75038,parallel_group,Yes
75038,arms,2+
75038,controlled,Yes
75039,eudract_number,2015-004722-34
75039,open,No
75039,single_blind,No
75039,double_blind,Yes
75039,randomised,Yes
75039,crossover,No
75039,parallel_group,Yes
75039,arms,2+
75039,controlled,Yes
75040,eudract_number,2015-004722-34
75040,open,No
75040,single_blind,No
75040,double_blind,Yes
75040,randomised,Yes
75040,crossover,No
75040,parallel_group,Yes
75040,arms,2+
75040,controlled,Yes
75041,eudract_number,2015-004722-34
75041,open,No
75041,single_blind,No
75041,double_blind,Yes
75041,randomised,Yes
75041,crossover,No
75041,parallel_group,Yes
75041,arms,2+
75041,controlled,Yes
75042,eudract_number,2015-004722-34
75042,open,No
75042,single_blind,No
75042,double_blind,Yes
75042,randomised,Yes
75042,crossover,No
75042,parallel_group,Yes
75042,arms,2+
75042,controlled,Yes
75043,eudract_number,2015-004722-34
75043,open,No
75043,single_blind,No
75043,double_blind,Yes
75043,randomised,Yes
75043,crossover,No
75043,parallel_group,Yes
75043,arms,2+
75043,controlled,Yes
75044,eudract_number,2015-004722-34
75044,open,No
75044,single_blind,No
75044,double_blind,Yes
75044,randomised,Yes
75044,crossover,No
75044,parallel_group,Yes
75044,arms,2+
75044,controlled,Yes
75045,eudract_number,2015-004722-34
75045,open,No
75045,single_blind,No
75045,double_blind,Yes
75045,randomised,Yes
75045,crossover,No
75045,parallel_group,Yes
75045,arms,2+
75045,controlled,Yes
75046,eudract_number,2015-004722-34
75046,open,No
75046,single_blind,No
75046,double_blind,Yes
75046,randomised,Yes
75046,crossover,No
75046,parallel_group,Yes
75046,arms,2+
75046,controlled,Yes
67994,eudract_number,2014-003850-15
67994,open,Yes
67994,single_blind,No
67994,double_blind,No
67994,randomised,No
67994,crossover,No
67994,parallel_group,Yes
67994,arms,2+
67994,controlled,No
67995,eudract_number,2014-003850-15
67995,open,Yes
67995,single_blind,No
67995,double_blind,No
67995,randomised,No
67995,crossover,No
67995,parallel_group,Yes
67995,arms,2+
67995,controlled,No
