actual_arrival,scheduled_arrival,actual_departure,composed_key,scheduled_departure
4328,4323,4130,2011-12-02 - UA-62-IAH-EWR,4110
4328,4323,4130,2011-12-02 - UA-62-IAH-EWR,4110
4328,4323,4130,2011-12-02 - UA-62-IAH-EWR,4110
4328,4323,4130,2011-12-02 - UA-62-IAH-EWR,4110
4328,4323,4130,2011-12-02 - UA-62-IAH-EWR,4110
4328,4323,4130,2011-12-02 - UA-62-IAH-EWR,4110
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
7130,7128,6962,2011-12-04 - CO-1250-MIA-IAH,6953
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
50254,50285,50141,2012-01-03 - AA-3804-PHL-ORD,50135
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
24347,24360,24236,2011-12-16 - UA-2314-ATL-PHL,24235
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
27311,27323,27168,2011-12-18 - UA-2906-PHL-MCO,27170
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
14268,14285,14129,2011-12-09 - AA-3804-PHL-ORD,14135
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
28771,28763,28640,2011-12-19 - UA-2906-PHL-MCO,28610
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
48857,48845,48731,2012-01-02 - AA-3804-PHL-ORD,48695
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
47026,47051,46879,2012-01-01 - UA-3515-IAD-MSP,46881
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
45498,45500,45383,2011-12-31 - AA-466-IAH-MIA,45360
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
14296,14280,14172,2011-12-09 - UA-2314-ATL-PHL,14155
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
38865,38883,38667,2011-12-26 - UA-62-IAH-EWR,38670
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
4302,4304,3988,2011-12-02 - CO-16-LAX-EWR,3985
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
17264,17262,16952,2011-12-11 - CO-16-LAX-EWR,16945
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
32970,33000,32866,2011-12-22 - UA-2314-ATL-PHL,32875
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
25915,25899,25589,2011-12-17 - CO-16-LAX-EWR,25585
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
8106,8134,7954,2011-12-05 - AA-1165-JFK-MIA,7919
